src,mt,labse_score,type,source_file,line_idx,comet_score,llm_decision,llm_reason
"“Let me think for a few seconds,” he says.",「讓我考慮一下。」他說。,0.7406522632,1:2,aligned_ch19.jsonl,126,0.862603128,KEEP,High confidence score (Auto-Keep)
"That’s what you need to figure out now, Jerry.",這就是你現在需要考慮的問題，傑瑞。,0.8627299070000001,1:1,aligned_ch22.jsonl,82,0.8627116084,KEEP,High confidence score (Auto-Keep)
"Your books are amazing,” he says. “I’ve been a huge fan since book one.”",你的書寫得太好了，」他說，「從第一本開始我就是你的忠實書迷。」,0.8321884274,2:1,aligned_ch6.jsonl,132,0.8627142906,KEEP,High confidence score (Auto-Keep)
He felt sure Sandra would be calling the police by the end of the day.,他確信桑德拉會在這一天結束時打電話給警察。,0.8690437078000001,1:1,aligned_ch35.jsonl,49,0.8627265692,KEEP,High confidence score (Auto-Keep)
Then why not hide the knife?,「那你為什麼不把刀藏起來呢？」,0.7893416286,1:1,aligned_ch26.jsonl,36,0.8627581596,KEEP,High confidence score (Auto-Keep)
Jerry doesn’t answer him.,傑瑞沒有回答他。,0.9211206436,1:1,aligned_ch22.jsonl,140,0.862770617,KEEP,High confidence score (Auto-Keep)
Jerry doesn’t answer him.,傑瑞沒有回答他。,0.9211206436,1:1,aligned_ch22.jsonl,101,0.8627706766000001,KEEP,High confidence score (Auto-Keep)
Jerry doesn’t answer him.,傑瑞沒有回答他。,0.9211206436,1:1,aligned_ch20.jsonl,163,0.8627706766000001,KEEP,High confidence score (Auto-Keep)
“That’s right!,「那就對了！,0.9435359240000001,1:1,aligned_ch32.jsonl,153,0.862805903,KEEP,High confidence score (Auto-Keep)
"He opens the handbag. Inside is a purse, and inside that is a driver’s license. Fiona Clark. Twenty-six years old—the same age as his daughter.",他打開手提包，裏面是個錢包，錢包里有張駕駛執照，菲奧娜·克拉克，二十六歲，和他女兒年紀相仿。,0.8840226531,4:1,aligned_ch15.jsonl,160,0.8628265858,KEEP,High confidence score (Auto-Keep)
Jerry reaches down for the gun. He points it at Hans.,傑瑞俯身撿起槍，指著漢斯。,0.8603681326,2:1,aligned_ch36.jsonl,130,0.8628280163000001,KEEP,High confidence score (Auto-Keep)
He reaches the park.,他到達公園。,0.9022808075000001,1:1,aligned_ch26.jsonl,144,0.8628733158,KEEP,High confidence score (Auto-Keep)
You can do that. For Eva.,你可以這樣做，這是為了伊娃。,0.8954416513000001,2:1,aligned_ch29.jsonl,38,0.862901628,KEEP,High confidence score (Auto-Keep)
"I laid you on the couch, then just waited until Sandra came in. She rushed over to you and I closed the door behind her.",我把你放在沙發上，然後等著桑德拉進來，她衝到你身邊，我關上她身後的門。,0.9208416939,2:1,aligned_ch35.jsonl,183,0.8629558682,KEEP,High confidence score (Auto-Keep)
“She said one of the orderlies said I’d confessed to him last night that I’d killed somebody.”,「她說，一個療養院的護理員說我昨晚向他坦白我殺了人。」,0.8460255861,1:1,aligned_ch25.jsonl,120,0.8629713058,KEEP,High confidence score (Auto-Keep)
He is an author and not a bank robber. Vault is one of his books.,他是位作家，而不是銀行搶劫犯，《保險箱》是他寫的書。,0.8462997675,2:1,aligned_ch4.jsonl,45,0.8629755974000001,KEEP,High confidence score (Auto-Keep)
“And how are you going to do that?,「那你打算怎麼做？,0.8147572279,1:1,aligned_ch22.jsonl,138,0.8630032539,KEEP,High confidence score (Auto-Keep)
Hans asks. “You think you’re better off without me?”,漢斯問，「你覺得沒有我你會做得更好？」,0.8721441031,2:1,aligned_ch30.jsonl,49,0.8630341887,KEEP,High confidence score (Auto-Keep)
"I can’t be that guy, and if you don’t trust me, then trust Sandra.",我不是那種人，如果你不相信我，那麼總該相信桑德拉吧？,0.7869567275,1:1,aligned_ch22.jsonl,127,0.8630636930000001,KEEP,High confidence score (Auto-Keep)
“Is that okay?”,「可以嗎？」,0.8589365482,1:1,aligned_ch0.jsonl,167,0.8630787134000001,KEEP,High confidence score (Auto-Keep)
“Is that what you wanted?” Terrance asks.,特倫斯問：「這就是您想要的？,0.8464692831,2:1,aligned_ch12.jsonl,183,0.8631417751,KEEP,High confidence score (Auto-Keep)
"Hans says nothing. He gives Jerry a cold, hard stare.",漢斯沒吭聲，他冷冷地、兇狠地瞪了傑瑞一眼。,0.7968468666,2:1,aligned_ch19.jsonl,170,0.8631467819,KEEP,High confidence score (Auto-Keep)
He feels so silly.,他覺得自己是個傻瓜。,0.7523412704,1:1,aligned_ch4.jsonl,97,0.8631469607000001,KEEP,High confidence score (Auto-Keep)
"I don’t know when he wrote them, or why.",我不知道他是什麼時候寫的這些字，或者他為什麼要寫。,0.8704187274,1:1,aligned_ch32.jsonl,3,0.863155961,KEEP,High confidence score (Auto-Keep)
"Jerry asks, keeping his voice low.",傑瑞壓低聲音問。,0.7622897625,1:1,aligned_ch33.jsonl,84,0.8632296324000001,KEEP,High confidence score (Auto-Keep)
"Silence for a few seconds, then Chris starts nodding.",克里斯沉默了幾秒鐘，然後點點頭。,0.8270090818,1:1,aligned_ch9.jsonl,241,0.8632459641,KEEP,High confidence score (Auto-Keep)
"“We can still go to a strip bar,” Hans says.",「我們仍然可以去脫衣舞酒吧。」漢斯說。,0.8733761907,1:2,aligned_ch23.jsonl,25,0.8632730246,KEEP,High confidence score (Auto-Keep)
"Hans shakes his head. “She is real, mate.”",漢斯搖搖頭，說：「她確有其人，夥計。」,0.8333581686,2:1,aligned_ch22.jsonl,151,0.8632764816,KEEP,High confidence score (Auto-Keep)
Yes.,是的。,0.9261990786000001,1:1,aligned_ch18.jsonl,110,0.8632858992,KEEP,High confidence score (Auto-Keep)
“Is this about Suzan?” Eric asks.,「是關於蘇姍嗎？」艾瑞克問。,0.9007381201,2:1,aligned_ch6.jsonl,108,0.8632909656000001,KEEP,High confidence score (Auto-Keep)
“What the fuck?”,「他媽的，怎麼搞的？」,0.7868642211,1:1,aligned_ch36.jsonl,105,0.8632961512,KEEP,High confidence score (Auto-Keep)
"Thanks, Henry, that’s enough. Don’t give up your day job!",謝謝你，亨利，這就足夠了，不要放棄你的日常工作！,0.9118940234,2:1,aligned_ch19.jsonl,13,0.8632968664,KEEP,High confidence score (Auto-Keep)
There isn’t really any good news today.,今天確實沒有什麼好消息。,0.9153074026,1:1,aligned_ch11.jsonl,40,0.8632971048,KEEP,High confidence score (Auto-Keep)
Hans asks. “You’ve remembered where the journal is?”,漢斯問，「你能記得日記在哪裡嗎？」,0.8909803033,2:1,aligned_ch27.jsonl,252,0.8632977605000001,KEEP,High confidence score (Auto-Keep)
You’ll get her something special.,你會送給她一份特別的禮物。,0.8277740479,1:1,aligned_ch5.jsonl,99,0.8633075356000001,KEEP,High confidence score (Auto-Keep)
“I’ll tell you when you get here.,「等你到了這裏我再告訴你。,0.8471401930000001,1:1,aligned_ch17.jsonl,98,0.8633096814000001,KEEP,High confidence score (Auto-Keep)
Then he left.,他離開了。,0.7826800346,1:1,aligned_ch35.jsonl,48,0.8633115292,KEEP,High confidence score (Auto-Keep)
“Are you sure about this?,「你確定嗎？,0.8453127146,1:1,aligned_ch11.jsonl,118,0.8633358479000001,KEEP,High confidence score (Auto-Keep)
“Take out the SIM card and switch off the phone.”,「取出電話卡，關掉手機。」,0.8622567654000001,1:1,aligned_ch19.jsonl,229,0.8633765578,KEEP,High confidence score (Auto-Keep)
“What are you saying?”,「那你在說什麼？」,0.9275909662,1:1,aligned_ch18.jsonl,144,0.8633813858,KEEP,High confidence score (Auto-Keep)
"Eva took you to lunch yesterday. It was just the two of you, which is something you hardly ever get to do.",昨天，伊娃帶你去吃午飯，只有你們兩個人，這樣的機會倒很難得。,0.8527487516000001,2:1,aligned_ch9.jsonl,3,0.8633823395,KEEP,High confidence score (Auto-Keep)
"We sold most of the stuff off, but some we kept.",我們把大部分東西都賣掉了，但有些我們還保留著。,0.9342893362,1:1,aligned_ch12.jsonl,141,0.8634028435000001,KEEP,High confidence score (Auto-Keep)
"“Okay,” Jerry says, finally accepting he has no other choice.",「好吧。」傑瑞說，他終於接受了，他別無選擇。,0.8730752468,1:2,aligned_ch23.jsonl,73,0.8634140491000001,KEEP,High confidence score (Auto-Keep)
"“Ooh, you hear that, Chris?”",「哇哦，克里斯，你聽見了嗎？」,0.9111968875,1:1,aligned_ch9.jsonl,97,0.8634694815,KEEP,High confidence score (Auto-Keep)
"He looks around, but it’s not here with him. Maybe he lost it.",他環顧四周，發現它不在身邊，也許他把它弄丟了。,0.7600768805,2:1,aligned_ch0.jsonl,147,0.8635005951,KEEP,High confidence score (Auto-Keep)
“Are the police around?,「警察在嗎？,0.9141901731000001,1:1,aligned_ch27.jsonl,180,0.8636436462,KEEP,High confidence score (Auto-Keep)
You tossed the cigarettes and walked home. Belinda’s car was still parked outside.,你扔掉香煙，向家走去，貝琳達的車仍然停在外面。,0.8575793505,2:1,aligned_ch16.jsonl,12,0.8636854887000001,KEEP,High confidence score (Auto-Keep)
Only this time I’m not helping you.”,只是這一次我不會再幫你了。」,0.9004084468,1:1,aligned_ch19.jsonl,64,0.8636918664000001,KEEP,High confidence score (Auto-Keep)
"“There’s a journal,” he says.",「有一本日記。」,0.7952462435000001,1:1,aligned_ch12.jsonl,199,0.8636924028,KEEP,High confidence score (Auto-Keep)
I told you it was empty.”,我告訴你房裡沒人。」,0.726999402,1:1,aligned_ch30.jsonl,125,0.8636926413,KEEP,High confidence score (Auto-Keep)
“What wasn’t on the news is that the police have been searching your room at the nursing home.”,「還有新聞里沒有報道的事情：警方搜查了你在療養院的房間。」,0.8714874387,1:1,aligned_ch24.jsonl,120,0.8637522459,KEEP,High confidence score (Auto-Keep)
"This is what it is like to have killed a person. If he’s done this before, surely he’d recognize the feeling.",這就像是親手殺死一個人的感覺，如果他之前殺過人，他肯定會熟悉這種感覺的。,0.8751345873,2:1,aligned_ch30.jsonl,41,0.8638094664,KEEP,High confidence score (Auto-Keep)
Did they tell you how?”,他們告訴你過程了嗎？」,0.8616654873,1:1,aligned_ch10.jsonl,80,0.8638595939,KEEP,High confidence score (Auto-Keep)
"“You’re the writer, I’m sure you can come up with something.",「你是作家，我相信你總能想出辦法。,0.8679492474,1:1,aligned_ch35.jsonl,154,0.8639186621,KEEP,High confidence score (Auto-Keep)
Jerry doesn’t answer him.,傑瑞沒有回答。,0.8386166096000001,1:1,aligned_ch9.jsonl,78,0.8639384508,KEEP,High confidence score (Auto-Keep)
Bad news—you’re going to Rick’s bachelor’s party later this week.,壞消息：這個星期晚些時候，你要參加瑞克的單身派對。,0.8130536675000001,1:1,aligned_ch17.jsonl,30,0.8640069962,KEEP,High confidence score (Auto-Keep)
I mean really sure?”,我是說，你真的確定嗎？」,0.9032021165,1:1,aligned_ch11.jsonl,119,0.8640145063,KEEP,High confidence score (Auto-Keep)
You should go.”,你該走了。」,0.9301243424000001,1:1,aligned_ch36.jsonl,83,0.8640259504000001,KEEP,High confidence score (Auto-Keep)
“Well? Do you think there’s anybody home?” Jerry asks.,「怎麼樣，你認為家裡有人嗎？」傑瑞問。,0.9206029177,3:1,aligned_ch33.jsonl,107,0.8640387654,KEEP,High confidence score (Auto-Keep)
"He turns towards the man sitting opposite. “I’m just tired, that’s all.”",他轉身面向這個男人，說：「我就是累了，僅此而已。」,0.8353811502,2:1,aligned_ch3.jsonl,113,0.8640423417,KEEP,High confidence score (Auto-Keep)
“Of course I’m sure.”,「我十分確定。」,0.8477669954,1:1,aligned_ch5.jsonl,79,0.8640602231000001,KEEP,High confidence score (Auto-Keep)
Did you set fire to the neighbor’s car?,「你放火燒了鄰居的車？」,0.8598596454,1:1,aligned_ch15.jsonl,57,0.8640910387,KEEP,High confidence score (Auto-Keep)
Bad news—you don’t have a cat. It died six years ago.,壞消息：你沒有貓，它六年前就死了。,0.9140156507,2:1,aligned_ch4.jsonl,43,0.8641228080000001,KEEP,High confidence score (Auto-Keep)
"“The police will figure out when these photographs were printed, and where, and will see it was probably on Eric’s computer.”",「警察會查清這些照片是什麼時候列印出來的、是在哪裡列印的，而且最終會發現是在艾瑞克電腦上。」,0.8985548019,1:1,aligned_ch32.jsonl,119,0.8641355634000001,KEEP,High confidence score (Auto-Keep)
Go see Jerry.,去找傑瑞。,0.8875116706,1:1,aligned_ch10.jsonl,19,0.8641552925,KEEP,High confidence score (Auto-Keep)
Go see Jerry.,去找傑瑞。,0.8875116706,1:1,aligned_ch10.jsonl,17,0.8641552925,KEEP,High confidence score (Auto-Keep)
Go see Jerry.,去找傑瑞。,0.8875116706,1:1,aligned_ch10.jsonl,20,0.8641552925,KEEP,High confidence score (Auto-Keep)
"Yesterday was a big day and no doubt you’re tired,” he says.",昨天事兒太多了，你肯定累了。」他說。,0.7417697906,1:2,aligned_ch3.jsonl,137,0.864162147,KEEP,High confidence score (Auto-Keep)
“Please.”,「求求你了。」,0.8807780743,1:1,aligned_ch36.jsonl,92,0.8641678095,KEEP,High confidence score (Auto-Keep)
“Please.”,「求求你了。」,0.8807780743,1:1,aligned_ch10.jsonl,99,0.8641678095,KEEP,High confidence score (Auto-Keep)
"“I know, goddamn it, I know!”",「我知道了，媽的，我知道了！」,0.8907031417,1:1,aligned_ch5.jsonl,59,0.8641988635000001,KEEP,High confidence score (Auto-Keep)
"“Eric didn’t make you sick, Jerry.”",「不是艾瑞克讓你生病的，傑瑞。」,0.8818506002000001,1:1,aligned_ch33.jsonl,39,0.8642296791,KEEP,High confidence score (Auto-Keep)
He closes his eyes.,他閉上眼睛。,0.9207462072,1:1,aligned_ch36.jsonl,62,0.8642696142,KEEP,High confidence score (Auto-Keep)
Hans got more heavily into drugs after that first prison stint.,經過第一次牢獄之災后，漢斯對毒品越發依賴。,0.8839523196,1:1,aligned_ch6.jsonl,23,0.8642737865000001,KEEP,High confidence score (Auto-Keep)
"Today he wakes up in the middle of a crime scene, and he has no memory of how he got there or what he’s done.”",今天，他在犯罪現場醒來，他不知道他是如何到達那裡的，也不知道他都做了什麼。」,0.8142097592,1:1,aligned_ch25.jsonl,77,0.8642978668,KEEP,High confidence score (Auto-Keep)
“Just what the hell is this?”,「這是什麼鬼東西？」,0.8894582987,1:1,aligned_ch5.jsonl,19,0.8643475175,KEEP,High confidence score (Auto-Keep)
Did you remember that?,你還記得嗎？,0.8766624928000001,1:1,aligned_ch11.jsonl,21,0.8643567562000001,KEEP,High confidence score (Auto-Keep)
Have you killed other people?,「你還殺了其他人嗎？」,0.8509560227,1:1,aligned_ch26.jsonl,12,0.864357233,KEEP,High confidence score (Auto-Keep)
“Then let’s go.”,「那我們走吧。」,0.9590989947,1:1,aligned_ch32.jsonl,258,0.8643620014000001,KEEP,High confidence score (Auto-Keep)
“Then let’s go.”,「那我們走吧。」,0.9590989947,1:1,aligned_ch33.jsonl,72,0.8643620014000001,KEEP,High confidence score (Auto-Keep)
Sandra will be relieved when you tell her.,要是你告訴桑德拉，她肯定會釋然的。,0.7766160369,1:1,aligned_ch5.jsonl,90,0.8643845916,KEEP,High confidence score (Auto-Keep)
"A pause from Hans, and then, “Are you . . are you okay?”",漢斯停頓了一下，然後接著說：「你……你還好嗎？」,0.8642628789000001,2:1,aligned_ch27.jsonl,125,0.8644077778,KEEP,High confidence score (Auto-Keep)
The door is closed.,門是關著的。,0.9472985268,1:1,aligned_ch12.jsonl,137,0.8644078970000001,KEEP,High confidence score (Auto-Keep)
"Henry never existed, not in the beginning, but perhaps the Alzheimer’s gave birth to him.",亨利根本不存在，從一開始就不存在，也許是阿爾茨海默病催生出了他。,0.8217200041,1:1,aligned_ch34.jsonl,31,0.8644139767000001,KEEP,High confidence score (Auto-Keep)
So the way I see it you have three options.”,所以，你有三種選擇。」,0.8428907990000001,1:1,aligned_ch20.jsonl,129,0.8644173145,KEEP,High confidence score (Auto-Keep)
The light turns green.,綠燈亮了。,0.7781455517,1:1,aligned_ch1.jsonl,74,0.8644368052,KEEP,High confidence score (Auto-Keep)
Why?,「為什麼？」,0.8303979635000001,1:1,aligned_ch24.jsonl,35,0.8644390702,KEEP,High confidence score (Auto-Keep)
"“You knew he was wanted in connection with multiple homicides, and you didn’t feel any civic duty to call us and update us?”",「你知道嗎，他因多起殺人案被通緝了，你沒有打電話給我們，也沒有告訴我們最新消息，你完全沒有盡到一個公民應盡的義務。」,0.7899404764,1:1,aligned_ch26.jsonl,84,0.8644729257,KEEP,High confidence score (Auto-Keep)
"The doctor asks how he’s doing, and Jerry isn’t sure what the doctor is really expecting to hear, so he tells him he’s doing fine.",醫生問他感覺怎麼樣，傑瑞不知道醫生想聽到什麼，所以只好告訴他很好。,0.7859400511,1:1,aligned_ch4.jsonl,79,0.8645107746,KEEP,High confidence score (Auto-Keep)
Sandra took a photograph of you sitting next to Eva with a big smile on your face.,桑德拉給你拍了張照片，你坐在伊娃身旁，臉上蕩漾著燦爛的笑容。,0.8058303595,1:1,aligned_ch6.jsonl,63,0.8645396233,KEEP,High confidence score (Auto-Keep)
The same way she never would have married a killer?,「同樣地，她永遠不會和殺人兇手結婚。」,0.7355487347,1:1,aligned_ch34.jsonl,26,0.8645421863,KEEP,High confidence score (Auto-Keep)
Happy?,開心？,0.9463719726,1:1,aligned_ch0.jsonl,63,0.8645707369000001,KEEP,High confidence score (Auto-Keep)
There’s an orderly here by the name of Eric. He suggested a journal might help with my condition.,這裡有一個護理員名叫艾瑞克，他建議我寫日記，說這有助於改善我的狀況。,0.7673686147000001,2:1,aligned_ch31.jsonl,5,0.8646013737,KEEP,High confidence score (Auto-Keep)
"“Other than him,” Jerry says.",「除了他以外。」傑瑞說。,0.9099229574000001,1:2,aligned_ch32.jsonl,144,0.8646612167000001,KEEP,High confidence score (Auto-Keep)
"“It doesn’t make sense,” Hans says.",「這話沒有意義。」漢斯說。,0.9016492367000001,1:2,aligned_ch24.jsonl,210,0.8646765947,KEEP,High confidence score (Auto-Keep)
"“So what do you want to do, Jerry?",「那麼你想怎樣呢，傑瑞？,0.8994143605,1:1,aligned_ch30.jsonl,115,0.8646978736,KEEP,High confidence score (Auto-Keep)
"“Good. Stay calm. When the cops are done here, I’ll come and get you.",「好，保持冷靜，警察一撤走我就去接你。,0.8273169994,3:1,aligned_ch26.jsonl,156,0.8647338152,KEEP,High confidence score (Auto-Keep)
Either Sandra isn’t home or she’s in the shower.,桑德拉要麼不在家，要麼就是在洗澡。,0.8449272513,1:1,aligned_ch27.jsonl,195,0.8647498488,KEEP,High confidence score (Auto-Keep)
He’d said There’s no point in worrying about something you can’t know about.,他曾說，擔心你不知道的事情沒有絲毫意義。,0.8469331861,1:1,aligned_ch29.jsonl,21,0.8647612333,KEEP,High confidence score (Auto-Keep)
Hans watches him.,漢斯看著他。,0.8956312537000001,1:1,aligned_ch30.jsonl,160,0.8647768497,KEEP,High confidence score (Auto-Keep)
Mayor shakes his head. “That’s not what I mean.,梅厄搖了搖頭：「我不是這個意思。,0.727185905,2:1,aligned_ch9.jsonl,194,0.8648065925,KEEP,High confidence score (Auto-Keep)
I didn’t do it.,「不是我做的。」,0.7752904296,1:1,aligned_ch11.jsonl,33,0.8648285866000001,KEEP,High confidence score (Auto-Keep)
That’s why—”,這就是為什麼——」,0.9245254993,1:1,aligned_ch20.jsonl,227,0.8648475409,KEEP,High confidence score (Auto-Keep)
“It’s a long walk.”,「這是段很長的路。」,0.9036288857,1:1,aligned_ch24.jsonl,196,0.8648530245,KEEP,High confidence score (Auto-Keep)
Good news—at least the ceremony went okay.,好消息：至少儀式進行得還順利。,0.8697773218,1:1,aligned_ch20.jsonl,105,0.8648818731000001,KEEP,High confidence score (Auto-Keep)
"If he really had killed that woman, he’s sure he would know it.",如果他真的殺死了那個女孩，他肯定會知道的。,0.8892027736,1:1,aligned_ch16.jsonl,54,0.8649048805,KEEP,High confidence score (Auto-Keep)
"Stay at the park, okay?”",待在公園，好嗎？」,0.9326158166,1:1,aligned_ch26.jsonl,159,0.8649550676000001,KEEP,High confidence score (Auto-Keep)
Did he sell his soul?,難不成，他曾出賣過自己的靈魂？,0.8341976404,1:1,aligned_ch6.jsonl,159,0.8649581671000001,KEEP,High confidence score (Auto-Keep)
"There has to be something wrong with them, something fundamentally wrong in their past.",他們肯定是出了什麼問題，以前犯過什麼根本性的錯誤。,0.6879985332,1:1,aligned_ch22.jsonl,135,0.8650487065,KEEP,High confidence score (Auto-Keep)
“How long?”,「多長時間？」,0.9554749727,1:1,aligned_ch10.jsonl,127,0.8650815487,KEEP,High confidence score (Auto-Keep)
Yes.,「是的。」,0.6782784462,1:1,aligned_ch26.jsonl,33,0.8650911450000001,KEEP,High confidence score (Auto-Keep)
Yes.,「是的。」,0.6782783866000001,1:1,aligned_ch26.jsonl,35,0.8650911450000001,KEEP,High confidence score (Auto-Keep)
“Because we checked.,「因為我們核實過。,0.9491270781000001,1:1,aligned_ch6.jsonl,118,0.8651151061000001,KEEP,High confidence score (Auto-Keep)
“Do you mind if I take a look?” Jerry asks.,「你介意讓我看一下嗎？」傑瑞問。,0.9032746553000001,2:1,aligned_ch12.jsonl,261,0.8651269674000001,KEEP,High confidence score (Auto-Keep)
That’s better.,現在好多了。,0.7458184361,1:1,aligned_ch15.jsonl,0,0.8651517630000001,KEEP,High confidence score (Auto-Keep)
Do you really think those things? Sandra asked.,「你真的是那樣想嗎？」桑德拉問。,0.8605238795,2:1,aligned_ch22.jsonl,19,0.8651711941,KEEP,High confidence score (Auto-Keep)
“That doesn’t make what happened to them any less painful.”,「但這不會減輕她們的痛苦。」,0.8348869085,1:1,aligned_ch32.jsonl,98,0.8651728034,KEEP,High confidence score (Auto-Keep)
"I don’t know, you said, and you said it a few times, over and over.",「我不知道。」你一連說了好幾遍，一遍又一遍。,0.7413290739,1:2,aligned_ch24.jsonl,62,0.8652040958,KEEP,High confidence score (Auto-Keep)
“You wouldn’t understand.”,「你不會明白的。」,0.9608216882,1:1,aligned_ch9.jsonl,103,0.8652234077000001,KEEP,High confidence score (Auto-Keep)
“Then why aren’t you afraid of me?”,「那你為什麼不怕我？」,0.9607433677,1:1,aligned_ch11.jsonl,63,0.8652309775,KEEP,High confidence score (Auto-Keep)
"What the hell is this, Jerry?",「這到底是什麼，傑瑞？」,0.8607338667000001,1:1,aligned_ch24.jsonl,50,0.8652319312000001,KEEP,High confidence score (Auto-Keep)
“That’s not your stuff.”,「那不是你的東西。」,0.9680355191000001,1:1,aligned_ch27.jsonl,193,0.8652385473,KEEP,High confidence score (Auto-Keep)
"This is the way life is meant to be. Yes, things are going to change, but right now, right in this moment, your family is happy and that’s all that matters.",這就是生活，是的，什麼都會變的，但就在這一刻，你的家人非常幸福，這才是最重要的。,0.8751940727,2:1,aligned_ch19.jsonl,18,0.86525774,KEEP,High confidence score (Auto-Keep)
They exit the parking lot.,他們離開了停車場。,0.8653256297,1:1,aligned_ch18.jsonl,57,0.8652681112,KEEP,High confidence score (Auto-Keep)
“Then we make him tell us something only the killer would know.”,「那麼，我們讓他告訴我們只有兇手才會知道的東西。」,0.9108487368,1:1,aligned_ch28.jsonl,61,0.8652879596,KEEP,High confidence score (Auto-Keep)
Because you wanted to kill him?”,因為你本來就想殺了他？」,0.9454134107000001,1:1,aligned_ch35.jsonl,210,0.8653408289000001,KEEP,High confidence score (Auto-Keep)
We have to do what’s best for them.,我們必須儘力而為，讓他們過得更好。,0.8272851706000001,1:1,aligned_ch1.jsonl,8,0.8654019833000001,KEEP,High confidence score (Auto-Keep)
"In fact, from the moment Hans mentioned Eva’s name he knew where this was going.",事實上，當漢斯提到伊娃名字的那一刻，他就知道這是怎麼回事了。,0.843732357,1:1,aligned_ch35.jsonl,151,0.8654098511,KEEP,High confidence score (Auto-Keep)
“Is that meant to be a joke?”,「這是在開玩笑吧？」,0.8841746449000001,1:1,aligned_ch28.jsonl,24,0.8654106259000001,KEEP,High confidence score (Auto-Keep)
"Not now, but when the Dark Tomorrow comes).",但並不是現在，而是當「黑暗的明天」降臨之時）。,0.8494381309,1:1,aligned_ch10.jsonl,2,0.8654298782000001,KEEP,High confidence score (Auto-Keep)
Jerry shakes his head. “You’re still not listening.,傑瑞搖了搖頭：「你還是沒有聽。,0.8836531043,2:1,aligned_ch18.jsonl,106,0.8654330969,KEEP,High confidence score (Auto-Keep)
Jerry shakes his head. “I’m not doing that.”,傑瑞搖了搖頭：「我不會那樣做的。」,0.8955361843,2:1,aligned_ch15.jsonl,141,0.8654664159000001,KEEP,High confidence score (Auto-Keep)
"“Wait here,” Hans says, and he turns off the headlights before getting out of the car.",「在這兒等一下。」漢斯說。他關掉前燈，下了車。,0.8513692021,1:3,aligned_ch28.jsonl,22,0.8654723763000001,KEEP,High confidence score (Auto-Keep)
"Of course it is, but you’re missing my point.",「當然是真的，但你完全沒有理解我的意思。,0.7072569132000001,1:1,aligned_ch15.jsonl,132,0.8655085564,KEEP,High confidence score (Auto-Keep)
“None.”,「沒有。」,0.9317564368000001,1:1,aligned_ch23.jsonl,72,0.8655270338000001,KEEP,High confidence score (Auto-Keep)
“How do you know the police didn’t find it?”,「你怎麼知道警方沒有發現呢？」,0.9441717267,1:1,aligned_ch20.jsonl,194,0.8655377626,KEEP,High confidence score (Auto-Keep)
When Hans comes back he’s carrying a shower curtain.,漢斯回來的時候，他手裡拿著一張浴簾。,0.8587722778,1:1,aligned_ch30.jsonl,67,0.8655557632,KEEP,High confidence score (Auto-Keep)
"“You know her? Wait, wait, did I know her?”",「你認識她？等等，等等，我也認識她？」,0.9554595947000001,2:1,aligned_ch18.jsonl,118,0.8655561209,KEEP,High confidence score (Auto-Keep)
What do you remember?,你記得什麼呢？,0.9585832953000001,1:1,aligned_ch28.jsonl,18,0.8656494021000001,KEEP,High confidence score (Auto-Keep)
The phone is still ringing.,手機仍在響著。,0.9078050256,1:1,aligned_ch27.jsonl,109,0.8657525778,KEEP,High confidence score (Auto-Keep)
"“It’s not like that,” he says, getting angry.",「不是這樣的。」他的語氣很憤怒。,0.7652949095,1:2,aligned_ch9.jsonl,87,0.8657933474,KEEP,High confidence score (Auto-Keep)
“Of course not.”,「不是這樣的。」,0.8017032146,1:1,aligned_ch9.jsonl,91,0.8657956123,KEEP,High confidence score (Auto-Keep)
"“I don’t know, I don’t know.”",「我不知道，我不知道。」,0.9761250019000001,1:1,aligned_ch27.jsonl,245,0.8658408523000001,KEEP,High confidence score (Auto-Keep)
A week!,一個星期！,0.9508874416,1:1,aligned_ch6.jsonl,36,0.8658701777000001,KEEP,High confidence score (Auto-Keep)
Hans takes the manuscript and reads.,漢斯拿著手稿，讀著。,0.8424023390000001,1:1,aligned_ch30.jsonl,176,0.8658847809,KEEP,High confidence score (Auto-Keep)
It’s all over.”,一切都結束了。」,0.911321044,1:1,aligned_ch1.jsonl,20,0.8658850789,KEEP,High confidence score (Auto-Keep)
It’s all over.”,一切都結束了。」,0.9113209248,1:1,aligned_ch12.jsonl,182,0.8658850789,KEEP,High confidence score (Auto-Keep)
He breathed deep. Nobody could see him.,他深吸了一口氣，沒有人看到他。,0.9058770537,2:1,aligned_ch35.jsonl,7,0.8658925295000001,KEEP,High confidence score (Auto-Keep)
Hans shrugs. “Most crime novels are.,漢斯聳聳肩說：「大多數犯罪小說是這樣的。,0.8574539423,2:1,aligned_ch25.jsonl,116,0.8658964634,KEEP,High confidence score (Auto-Keep)
"We have to let them figure out what’s going on, and most of all we have to make sure you can never hurt anybody else again.”",我們必須讓他們弄清楚是怎麼回事，最重要的是，要確保你永遠不會再傷害任何人。」,0.9008278251,1:1,aligned_ch18.jsonl,159,0.8659250736,KEEP,High confidence score (Auto-Keep)
He shakes his head.,他搖了搖頭。,0.86555475,1:1,aligned_ch15.jsonl,115,0.8659616709,KEEP,High confidence score (Auto-Keep)
But you know what?,但是，你知道嗎？,0.9107813835,1:1,aligned_ch20.jsonl,13,0.8659739494,KEEP,High confidence score (Auto-Keep)
