src,mt,labse_score,type,source_file,line_idx,comet_score
Jerry closes his eyes. How many have there been?,傑瑞閉上了眼睛，還有多少人呢？,0.8903263807296753,2:1,aligned_ch24.jsonl,138,0.8370599746704102
Jerry nods. His friend couldn’t have summed it up any better.,傑瑞點點頭，他的朋友總結得再好不過了。,0.8438385725021362,2:1,aligned_ch19.jsonl,42,0.8370709419250488
"You slept upstairs last night. It felt like a betrayal leaving Sandra downstairs, but you couldn’t spend another night on the floor next to her.",昨晚你睡在樓上，把桑德拉獨自留在樓下讓你有一種背叛她的感覺，但你不能再待在地板上陪她一晚上了。,0.8594096302986145,2:1,aligned_ch30.jsonl,0,0.8370816707611084
“Say it back to me.”,「重複一遍給我聽。」,0.7997386455535889,1:1,aligned_ch26.jsonl,127,0.8370831608772278
You need to start trusting yourself.,你需要相信自己了。,0.8539400100708008,1:1,aligned_ch29.jsonl,0,0.8371190428733826
It was a few days before Christmas.,再過幾天就是聖誕節了。,0.7708268165588379,1:1,aligned_ch0.jsonl,22,0.8371942043304443
"Sandra was against it, but ultimately it was Eva’s decision—to her Hans is Uncle Hans. He isn’t Prison Hans.",桑德拉反對他來，但伊娃決定請他來，對她來說，漢斯是漢斯叔叔，而不是進過監獄的漢斯。,0.7683917880058289,2:1,aligned_ch15.jsonl,47,0.8372030258178711
"“I didn’t see it coming,” he says, and he smiles as the world starts to disappear, and then laughs at the irony of it all.",「我竟想不到會是這樣。」說完，他微笑地著看著眼前消失的世界，接著大笑起來，像是要諷刺一切。,0.761713981628418,1:2,aligned_ch12.jsonl,305,0.8372227549552917
"Eric has been asking me questions about the diary, about my past.",艾瑞克一直在問我日記和我過去的事。,0.8262209296226501,1:1,aligned_ch32.jsonl,5,0.8372833728790283
"He hasn’t remembered anybody’s number in a while now, and not because of the dementia, but because his smartphone has remembered everything for him for several years now. He’s lost the habit of committing numbers to memory, and maybe that’s where all of this started.",他記不住任何人的電話號碼，並非因為老年痴呆症，而是因為多年以來他的智能手機為他記住了一切，他已經習慣不去記電話號碼了，也許這就是這一切的開端也說不定。,0.8610029220581055,2:1,aligned_ch17.jsonl,65,0.8372896909713745
She said you were throwing it out because you had done what Mrs. Smith had accused you of.,她說，你之所以要把它扔掉，是因為你做了史密斯太太控告你的事。,0.9148743152618408,1:1,aligned_ch11.jsonl,28,0.8372926712036133
"Future Jerry, just know that in that moment you have never loved your wife more.",未來的傑瑞，你在那一刻才知道，你有多麼愛你的妻子。,0.8254988193511963,1:1,aligned_ch26.jsonl,45,0.83730149269104
“How much can you remember?”,她說，「你還能記得多少？」,0.7975946664810181,1:1,aligned_ch1.jsonl,68,0.8373239636421204
"That image is as clear as it was the day it happened. It means that right now he’s having the worst good day he’s had since being diagnosed. The disease allowed him to forget Sandra’s name, it allowed Hans and Eric to take advantage of him.",那情景恍然如昨，那是他被確診后度過的最糟糕的一天，疾病讓他忘了桑德拉的名字，讓漢斯和艾瑞克能盡情利用他。,0.8083475828170776,3:1,aligned_ch35.jsonl,194,0.8373493552207947
I don’t remember walking there.,我不記得到過那兒。,0.8073062896728516,1:1,aligned_ch1.jsonl,70,0.8373542428016663
Plus some shoes that Eva helped you pick out.,你還送給她伊娃幫你選好的一雙鞋。,0.7157711982727051,1:1,aligned_ch13.jsonl,78,0.8373704552650452
"You’re a no-good, rotten son of a bitch who murders women for fun, and if you—”",你是個無賴，是個道德敗壞的渾蛋，你竟然為了取樂謀殺好幾個女人，如果你——」,0.7798448204994202,1:1,aligned_ch27.jsonl,220,0.8373808860778809
"“The dementia has an awful way of rewriting your past, Jerry. It’s making the stories from your novels feel like real life to you.",「老年痴呆症會改寫你過去的記憶，傑瑞，所以會讓你覺得小說中的故事像是真實發生過的。,0.8008442521095276,2:1,aligned_ch5.jsonl,147,0.8374321460723877
When they reach the home he’s helped out of the car and into a wheelchair. He’s wheeled down a corridor and into a small room with a bed in the middle and a bookcase against the wall and a view onto a garden.,他們抵達了療養院，他們扶他下來坐上輪椅，再推過走廊，到了一個小小的房間，房間中央有一張床，靠著牆擺著個書櫃，透過窗戶可以看到花園。,0.8252573013305664,2:1,aligned_ch13.jsonl,99,0.8374351859092712
Hans will know what to do. Solving problems—that’s such a Hans thing.,漢斯知道該怎麼做的，漢斯一貫擅長解決問題。,0.7836334705352783,2:1,aligned_ch27.jsonl,101,0.8374501466751099
hmm . . . grape?).,嗯……葡萄酒？）,0.8319282531738281,2:1,aligned_ch13.jsonl,5,0.8374951481819153
"“And I want you to keep thinking about where you hid your journal, okay?”",「我希望你繼續回想把日記藏在哪裡了，好嗎？」,0.8386253118515015,1:1,aligned_ch28.jsonl,82,0.8375053405761719
"He thinks he must have stolen it, so he hides it in the back of one of his drawers.",他一度認為是自己偷走了它，所以把它藏在一個抽屜裏面。,0.7786056399345398,1:1,aligned_ch32.jsonl,57,0.8375571966171265
He can remember sitting at his desk scribbling on the pages while Sandra’s body lay on the floor.,他可以記得看著桑德拉的屍體躺在地板上，坐在桌子旁在紙上亂寫亂畫。,0.8527518510818481,1:1,aligned_ch31.jsonl,45,0.8375874757766724
"But back before texting and the Internet butchered the English language, people weren’t as suspicious.",但回到當時，簡訊和互聯網還沒有影響到英語語言，人們也不像現在那樣疑心重重。,0.8051624298095703,1:1,aligned_ch0.jsonl,15,0.8375940322875977
"“There’s no way you can get away with this,” Jerry says.",「你逃不掉的。」傑瑞說。,0.7959181070327759,1:2,aligned_ch35.jsonl,113,0.8376123905181885
"She was like cracked glass, one slight knock and she would shatter.",她像塊布滿裂痕的玻璃，輕微一碰，就會立即粉碎。,0.8421593308448792,2:1,aligned_ch25.jsonl,40,0.8376592397689819
You don’t really need the alarms now because you don’t even want to go outside.,你並不需要警報器，因為你現在根本就不想到外面去。,0.8952174782752991,1:1,aligned_ch19.jsonl,29,0.8376641273498535
"“You’re still at the park, right?”",「你還在公園裡，對吧？」,0.9668904542922974,1:1,aligned_ch27.jsonl,133,0.8376779556274414
“You got a destination in mind?,「你心中有目的地了嗎？,0.9211253523826599,1:1,aligned_ch18.jsonl,47,0.8376926183700562
"I might not remember it, but I would know it, and that’s how I know I didn’t hurt that woman.”",我可能不記得了，但我會感覺到。正因為如此，我才知道我沒有傷害過那個女人。」,0.8985564708709717,1:2,aligned_ch9.jsonl,181,0.8377599716186523
"You chose a dark one with pinstripes, and Sandra chose a light blue shirt to go with it.",你選了一套深色細條紋西裝，桑德拉選了件淺藍色襯衫和它搭配。,0.8252112865447998,1:1,aligned_ch13.jsonl,26,0.8377612233161926
Your death right now is like pulling off a Band-Aid—quick pain for your family that will fade.,現在，你的死亡就像揭開一塊創可貼，對你的家人而言，這是短暫的痛楚，很快就會逝去。,0.7945952415466309,1:1,aligned_ch25.jsonl,14,0.8377977013587952
"If you tried to leave, she had a bracelet that would notify her.",如果你想離開，她的手鐲就會通知她。,0.6617079377174377,1:1,aligned_ch10.jsonl,116,0.8378061056137085
You actually have an idea for a new novel—about a crime writer who has dementia.,你已經構思好了一部新的小說，關於一個患有痴呆症的犯罪小說家的。,0.8453730940818787,1:1,aligned_ch9.jsonl,41,0.8378139138221741
"It’s a really pretty stone church with lots of beautiful gardens out the front and a cemetery out the back, a horseshoe ring of poplars and oak trees separating the two.",這是一個用石頭砌成的教堂，前面是鬱鬱蔥蔥的花園，後面是墓地，中間隔著一片馬蹄形狀的樹林，種著楊樹、橡樹。,0.7171649932861328,1:1,aligned_ch17.jsonl,4,0.8378638029098511
When she finished she went back inside and found him in the kitchen eating a piece of toast and staring out the window.,她讀完日記后回到屋裡，看見他在廚房裡嚼著一塊麵包，獃獃地凝視窗外。,0.7917752265930176,1:1,aligned_ch5.jsonl,45,0.8378640413284302
"He hasn’t read it or, if he has, he can’t remember it.",他沒有讀過，或者他讀過，但他忘了。,0.8189677000045776,1:1,aligned_ch12.jsonl,214,0.8378723859786987
Hopefully things aren’t too messed up. Hopefully the journal isn’t having a negative effect on you.,但願事情還沒有一團糟，希望日記不會給你帶來什麼麻煩。,0.7380379438400269,2:1,aligned_ch4.jsonl,4,0.8378897905349731
"You asked if there was blood on your shirt, and he said nothing then, as if he was the one who was having problems remembering.",你問他當時你襯衫上是不是有血，他沒有說話，就好像他出現了記憶障礙。,0.8196035623550415,1:1,aligned_ch27.jsonl,92,0.8378990888595581
What?,「什麼？,0.8273797035217285,1:1,aligned_ch13.jsonl,47,0.8379290699958801
He opens the wardrobe door and— “Jerry—”,他打開衣櫃門——「傑瑞——」,0.869846761226654,1:1,aligned_ch32.jsonl,250,0.8379299640655518
Who cares if she calls the police and you have to pay a fine.,誰管她是否叫警察、你是否需要支付罰款！,0.7353557348251343,1:1,aligned_ch34.jsonl,15,0.8379509449005127
“Just a few more minutes.”,「就幾分鐘。」,0.873637318611145,1:1,aligned_ch12.jsonl,79,0.8379518985748291
“You shot Sandra.”,「是你開槍打死了桑德拉？」,0.853130578994751,1:1,aligned_ch35.jsonl,103,0.8379520177841187
He thinks.,他思忖著。,0.8769329786300659,1:1,aligned_ch19.jsonl,129,0.8379650115966797
The problem with that scenario is Sandra took the keys off you so you can’t drive anymore.,但問題在於桑德拉把車鑰匙拿走了，讓你開不了車。,0.766647219657898,2:1,aligned_ch11.jsonl,6,0.8380004167556763
"“A few hours ago,” she said, but it was a lie.",「幾個小時前。」她說。但她在撒謊。,0.8449363708496094,1:3,aligned_ch15.jsonl,23,0.8380215167999268
"The teacher is telling him he needs to plan for a real future first, and to consider writing as a hobby.",老師告訴他，他需要規劃自己真正的職業，至於寫作完全可以作為業餘愛好。,0.7806161642074585,1:1,aligned_ch6.jsonl,156,0.8380504846572876
Sandra’s anger disappeared then.,桑德拉的氣消了。,0.690076470375061,1:1,aligned_ch13.jsonl,65,0.8380680084228516
"In fact Mae had only been living in that house for six months. She was around your age, and you envied how sharp she was.",其實梅只在那所房子里住了六個月而已，她和你年齡相仿，但她仍舊思維敏捷，你好羡慕她。,0.85392165184021,2:1,aligned_ch11.jsonl,24,0.8380835652351379
I want to go home instead. To my real home.”,我想回家，我自己真正的家。」,0.896834671497345,2:1,aligned_ch1.jsonl,80,0.8381170630455017
Hans rubs his hand back over his scalp.,漢斯用手撓著頭皮。,0.7932313680648804,1:1,aligned_ch22.jsonl,129,0.8381621241569519
They’re missing.”,我找不到它們了。」,0.7270443439483643,1:1,aligned_ch3.jsonl,125,0.8382771015167236
I’ll go out front and see what mall it is and I’ll call you back.”,我到外面去看看這是哪家商場，然後給你回電話。」,0.8394373059272766,1:1,aligned_ch17.jsonl,99,0.8382967710494995
What?,「什麼？」,0.8379433155059814,1:1,aligned_ch22.jsonl,30,0.8382986783981323
A police car shows up. It parks next to them and the old woman approaches it and starts pointing at Jerry while she talks animatedly.,一輛警車駛了過來，停在他們身旁，那個老婦人走近警車，指著傑瑞繪聲繪色地說著什麼。,0.8262006044387817,2:1,aligned_ch13.jsonl,95,0.8383103609085083
"You thought about telling her, but how could you?",你想過告訴她，但怎麼告訴她呢？,0.9173417091369629,1:1,aligned_ch24.jsonl,40,0.8383641242980957
"“This is for Sandra,” he says, but before he can pull the trigger, the hockey stick comes back into view.",「這是為了桑德拉。」他說，但還沒等他扣動扳機，曲棍球棒又回到了視野之中。,0.8138597011566162,1:2,aligned_ch36.jsonl,131,0.8384346961975098
"“You want me to shoot myself,” he says.",「你想讓我開槍打死自己？」他說。,0.8714300990104675,1:1,aligned_ch35.jsonl,143,0.838455319404602
"well, it feels too impersonal, for one, and too impractical for another.",嗯，一方面，感覺太沒有人情味；另一方面，太不切實際。,0.7623746395111084,1:1,aligned_ch1.jsonl,25,0.8384579420089722
She pointed out you had been in denial since the first time you forgot Sandra’s name and put it down to the drinks.,她說你第一次忘記桑德拉的名字時，一直在矢口否認，並將其歸咎於酗酒。,0.8535646200180054,1:1,aligned_ch4.jsonl,14,0.8384795188903809
"“They’re going to lock you away for what you’ve done, for ripping out my roses and setting fire to my car.”",「他們會把你關起來，因為你所做過的一切，因為你毀掉了我的玫瑰，因為你放火燒毀我的車。」,0.8759740591049194,1:1,aligned_ch27.jsonl,215,0.838484525680542
"You may be the best-looking man I’ve ever seen, but you’re holding me back.",你可能是我見過的最英俊的男子，但你拖累了我」。,0.7848182916641235,1:1,aligned_ch15.jsonl,16,0.8384994864463806
"Hans stops going for the gun and puts his hand to his neck, blood shooting out like a fountain, a gurgling sound coming from deep inside his throat.",漢斯垂下拿槍的手，另一隻手捂住脖子，血液像噴泉一樣射出來，喉嚨裏面發出咕嚕咕嚕的聲音。,0.8190196752548218,1:1,aligned_ch36.jsonl,128,0.8385564088821411
"In this day and age there has to be a way, doesn’t there?",在如今這個時代，一定會有解決的辦法，對不對？,0.7720211148262024,1:1,aligned_ch17.jsonl,67,0.8385905027389526
She was going to allow you to decide what was coming next.,她打算讓你自己來決定未來。,0.7362964153289795,1:1,aligned_ch26.jsonl,44,0.8386090993881226
You are a dessert guy.,你喜歡甜點。,0.6671860218048096,1:1,aligned_ch13.jsonl,2,0.838616132736206
"Look, you said you can’t be a killer, because if you were there’d be something fundamentally wrong in your past, right?”",你看，你說你不是殺手，因為如果你是的話，那麼你以前肯定犯了某個根本性的錯誤，對嗎？」,0.858660101890564,1:1,aligned_ch22.jsonl,148,0.838642418384552
Rick had the same look in his eye hundred-meter sprinters have just before the firing gun goes off.,瑞克的神情就跟百米短跑運動員等待發令槍響時的神情一樣。,0.6524697542190552,1:1,aligned_ch20.jsonl,30,0.8386844396591187
Then he figures that may still happen depending on what Hans says.,然後，他心想接下來會發生什麼還要取決於漢斯怎麼說。,0.7963260412216187,1:1,aligned_ch26.jsonl,72,0.838722825050354
"She said she’s taking them off you for your own safety, and for the safety of others on the roads.",她說她把鑰匙拿走是為了你的安全，為了其他路人的安全。,0.8176815509796143,1:1,aligned_ch11.jsonl,9,0.8387545347213745
Jerry looks at his hands as Goodstory talks to him.,古德斯特里醫生在跟傑瑞說話時，傑瑞一直注視著自己的雙手。,0.7582839727401733,1:1,aligned_ch4.jsonl,96,0.8388116955757141
“I didn’t do this.”,「我沒有殺人。」,0.810086727142334,1:1,aligned_ch15.jsonl,120,0.8388224840164185
"They move into the house, the internal door bringing them into a hallway.",他們進到屋裡，穿過內門，進入走廊。,0.77961266040802,1:1,aligned_ch30.jsonl,121,0.8388336896896362
"Look, Jerry, I know it’s not right of me to ask this, but I want you to take the fall for what happened to Eric.",傑瑞，我知道我這樣要求不對，但我想讓你為艾瑞克的死承擔責任。,0.7520896196365356,1:1,aligned_ch32.jsonl,186,0.8388365507125854
It hits Jerry in the forehead and all the lights in the world switch off.,球棒擊中傑瑞的前額，那一瞬間，世界上所有的燈光通通熄滅。,0.7675824761390686,1:1,aligned_ch36.jsonl,132,0.8388405442237854
Which it can’t be.,但這些不可能是真的。,0.6840173006057739,1:1,aligned_ch19.jsonl,193,0.8388718366622925
"Bad news—the bloody shirt, the bloody knife, is it possible you’re more than just a dessert guy?",壞消息：血淋淋的襯衫，血淋淋的刀，會不會你真的不僅僅是一個喜歡甜點的人？,0.7348839640617371,1:1,aligned_ch24.jsonl,81,0.8388820886611938
I think they came here ahead of the others because they want the arrest.”,我覺得他們先於其他人來到這裏，是因為他們想要逮捕我。」,0.8896280527114868,1:1,aligned_ch26.jsonl,117,0.8389080762863159
"“Holy shit,” Jerry says, jumping to his feet.",「媽的。」傑瑞跳起腳說道。,0.6918874382972717,1:2,aligned_ch30.jsonl,204,0.8389610052108765
I . . . wait. What?,「我——等等，什麼？」,0.8230433464050293,3:1,aligned_ch27.jsonl,42,0.8389616012573242
We need to make him talk.”,我們需要讓他說實話。」,0.9033451676368713,1:1,aligned_ch22.jsonl,137,0.8389995098114014
"“Sure thing, Jerry. I’ll bring you one right away.",「好的，傑瑞，我馬上給你拿來。,0.8719322681427002,2:1,aligned_ch10.jsonl,56,0.839011549949646
Jerry picks his journal back up. He reads the second entry and sees that it starts to divert from the entry that Eric has written in his book.,傑瑞把他的日記拿過來，開始讀第二篇，發現它和艾瑞克在他書中寫的有些不一樣了。,0.8425627946853638,2:1,aligned_ch31.jsonl,50,0.8390748500823975
"Paused at the doorway between the garage and the hall, Jerry considers what he’s just heard, then slowly makes his way back into the garage.",傑瑞在車庫門口停了下來，心裏思忖著他剛剛聽到的話，接著慢慢走回車庫去了。,0.804502010345459,1:1,aligned_ch26.jsonl,81,0.839114248752594
Ultimately we —”,但最終我們——」,0.8631274104118347,1:1,aligned_ch32.jsonl,152,0.8391395807266235
You were forming a plan—Henry can tell you.,你正醞釀著一個計劃，亨利可以告訴你。,0.8330322504043579,1:1,aligned_ch22.jsonl,15,0.8391467332839966
Is it possible you did this without being aware of it?,「有沒有可能是你在無意識的時候做的呢？」,0.7458308935165405,1:1,aligned_ch10.jsonl,22,0.8391757011413574
"It’s a woman’s voice, and it startles him, and he turns towards it.",這是個女人的聲音，他嚇了一跳，轉過頭去。,0.7197937965393066,1:1,aligned_ch30.jsonl,200,0.8391813039779663
"But they get Eric upright, and then they get him up the driveway and past the wide open door and into a hallway.",他們扶著艾瑞克站起來，攙著他走過車道，穿過寬敞的門進入走廊。,0.7552911639213562,1:1,aligned_ch28.jsonl,32,0.8391972184181213
Jerry picks up a pen and wonders if it was one of his pens too.,傑瑞拿起一支筆，心想這是不是他的筆。,0.7475525140762329,1:1,aligned_ch12.jsonl,216,0.8392271995544434
“You said I could.”,「你說過我可以的。」,0.954708456993103,1:1,aligned_ch15.jsonl,21,0.8392496109008789
Belinda is coming over early in the morning.”,明天早晨貝琳達很早就會過來的。」,0.8554633855819702,1:1,aligned_ch15.jsonl,36,0.8392627239227295
There is a way out of this nursing home—he’s done it before and he can do it again.,有一個辦法可以溜出療養院，他之前曾做到過，他可以再來一次。,0.7592014074325562,1:1,aligned_ch13.jsonl,107,0.8393181562423706
"And the more he thought about it, the more he began to see an opportunity.",越是這麼想，越是覺得這是個千載難逢的好機會。,0.6519718766212463,1:1,aligned_ch35.jsonl,16,0.8393394947052002
"I shouldn’t have wiped down the knife. If I’d left it alone, then the real killer’s prints would have been found on it.”",我不應該擦拭刀柄，但如果我放任不管，警察就會發現真正兇手的指紋。」,0.7987892627716064,2:1,aligned_ch19.jsonl,50,0.839344322681427
Finally his friend looks back at him.,他的朋友回頭看著他。,0.7273510694503784,1:1,aligned_ch18.jsonl,146,0.8393521904945374
"Tell me about the shirt, she said.",「說說這件襯衫的事。」她說。,0.7359320521354675,1:2,aligned_ch26.jsonl,27,0.8393648862838745
You don’t remember that?”,你不記得了嗎？」,0.9273281097412109,1:1,aligned_ch10.jsonl,187,0.8393980264663696
“I would never—”,「我從來沒有——」,0.9282932877540588,1:1,aligned_ch5.jsonl,29,0.839412271976471
“What my partner is asking is why are you bullshitting us?,「我的搭檔在問，你為什麼信口雌黃對我們扯謊？,0.8700313568115234,1:1,aligned_ch26.jsonl,86,0.8394345045089722
“What do you care?,「你還在乎什麼？,0.9062327742576599,1:1,aligned_ch36.jsonl,90,0.8394493460655212
"He keeps his head down and walks out of the dining room, and once he’s in the corridor he starts to run.",他一路低著頭走出餐廳，一到走廊上，他就飛跑起來。,0.6748473644256592,1:1,aligned_ch3.jsonl,77,0.8395045399665833
The detective lifts a handbag off the floor and rests it on her lap.,偵探從地上撿起一個手提袋，把它放在腿上。,0.8213284611701965,1:1,aligned_ch0.jsonl,95,0.8395440578460693
Did you have him do that?,「你讓他這樣做了？」,0.8541030883789062,1:1,aligned_ch13.jsonl,44,0.8395627737045288
Jerry looks at his house.,傑瑞看著他的房子。,0.926161527633667,1:1,aligned_ch27.jsonl,126,0.8395930528640747
Something that looked like blood but certainly wasn’t.,那東西看起來像血，但肯定不是血。,0.8386371731758118,1:1,aligned_ch24.jsonl,60,0.839598536491394
"“The sooner we get the diary, the sooner we can get out of here.”",他壓低嗓音說道，「越早找到日記，我們就會越快離開這裏。」,0.7625551223754883,1:1,aligned_ch33.jsonl,102,0.8396391868591309
You can’t get away with it.”,你逃不掉的。」,0.8341962099075317,1:1,aligned_ch36.jsonl,67,0.8396466970443726
"So let’s carry on, for the sake of learning.",所以我們不妨繼續下去，只為探明真相。,0.6945353150367737,1:1,aligned_ch9.jsonl,185,0.8396521210670471
"He tells Hans, and Hans tells him to stay exactly where he is, and that he’ll be there in ten minutes.",他告訴了漢斯，漢斯讓他待在原地，他將在十分鐘後到這裏。,0.8267042636871338,1:1,aligned_ch17.jsonl,104,0.8396593332290649
"“You injected me,” Jerry says.",「你給我注射鎮靜劑。」傑瑞說。,0.8315942883491516,1:1,aligned_ch29.jsonl,72,0.839675784111023
"But that was your future anyway, wasn’t it?",但不管怎樣，那是你的未來了，不是嗎？,0.8864648342132568,1:1,aligned_ch30.jsonl,12,0.839687168598175
Threaten to kill her in front of her husband?,威脅她說要在她丈夫面前殺死她？,0.9067332744598389,1:1,aligned_ch22.jsonl,144,0.8396885395050049
"The prints will give them your name, only they’re not going to know where you are, but when they figure it out they’ll send an Armed Offenders Unit after us.”",通過指紋分析他們會知道你的名字，只是他們不會知道你在哪裡，但是等他們搞清楚之後，會派武裝警察分隊搜捕我們。」,0.8338009119033813,1:1,aligned_ch19.jsonl,237,0.8397886157035828
Jerry reaches out to pick up one of the bags.,傑瑞伸手想拿起一個袋子。,0.7967771887779236,1:1,aligned_ch32.jsonl,81,0.8397983312606812
"And I don’t blame you, I really don’t.",「是的。」你說，「但我不是在怪你，我真的不是在怪你。」,0.6764568090438843,1:2,aligned_ch22.jsonl,22,0.8398474454879761
"“Sure, sure, of course.",「好的，好的，當然可以。,0.8846293091773987,1:1,aligned_ch12.jsonl,202,0.8399244546890259
"“Yeah, he rang me,” Hans says, “and yes I picked him up from the mall.",「是啊，他是打電話給我了。」漢斯說，「是的，我在商場接到了他。,0.8815956115722656,1:2,aligned_ch26.jsonl,73,0.8399356603622437
"“The death penalty, Jerry.",「處決？你他媽的在說什麼？」「死刑啊，傑瑞。,0.6529985666275024,1:3,aligned_ch20.jsonl,121,0.8399587273597717
No.,「不。,0.6871728897094727,1:1,aligned_ch15.jsonl,130,0.839961051940918
They had to give me a shot to calm me down. I told you that already.,他們給我打了一針，好讓我鎮靜下來，我跟你說過的。,0.790386974811554,2:1,aligned_ch24.jsonl,178,0.8399823307991028
"You need to run, and right now.”",你快跑，馬上。」,0.7647462487220764,1:1,aligned_ch26.jsonl,120,0.8400938510894775
"It was those days, those library days, that shaped you into the man you became.",正是在圖書館里度過的時光，讓你成為你想成為的人。」,0.6585277915000916,1:1,aligned_ch15.jsonl,148,0.8401128053665161
"“And he should have returned them to the nursing home, but he didn’t, because they are for his own personal use.”",「那他應該把它們送還療養院，但是他沒有，因為是他自己擅自使用。」,0.8586212992668152,1:1,aligned_ch30.jsonl,111,0.8401473760604858
"“Well, check again.”",「好的，再看看。」,0.8299424648284912,1:1,aligned_ch5.jsonl,60,0.8401538729667664
"Dear Diary, dear Future Jerry, dear Anybody Else who is reading this, my name is Jerry Grey and I have a story.",親愛的日記，親愛的未來的傑瑞，親愛的正在讀日記的任何人，我的名字是傑瑞·格雷，我有一個故事。,0.8927126526832581,1:1,aligned_ch37.jsonl,0,0.8401985764503479
You pushed the desk aside and got out the screwdriver and pried up the loose floorboard.,你推開桌子，拿出螺絲刀撬開鬆動的地板。,0.7880411744117737,1:1,aligned_ch10.jsonl,34,0.8402232527732849
"It’s been his job for years to make up scenarios, to string facts together in a weird and wonderful way.",多年以來，他的工作是刻畫人物、塑造情景，以一種奇怪而又奇妙的方式把真相聯繫在一起。,0.8303900957107544,1:1,aligned_ch34.jsonl,75,0.8402367234230042
"That future self is me, I guess, but without it I can’t remember what I wrote.”",我想，未來的我當然是我，但沒有它，我連寫過什麼都不知道了。」,0.8038398623466492,1:1,aligned_ch20.jsonl,191,0.8402445912361145
"“Eva keeps me updated on your progress,” Hans says.",「伊娃告訴我你進步很多。」漢斯說。,0.7280421257019043,1:2,aligned_ch18.jsonl,63,0.8402578830718994
She was no longer flushed. She was now ghostly pale.,她臉上的紅暈消退了，現在如幽靈般蒼白。,0.6944214105606079,2:1,aligned_ch27.jsonl,19,0.8402788043022156
Is this what he’s done the other times he’s escaped the nursing home?,他在其他時間逃出療養院時，情況也是這樣的嗎？,0.8021597862243652,1:1,aligned_ch17.jsonl,66,0.8403298258781433
“Something like that.”,「差不多吧。」,0.7538755536079407,1:1,aligned_ch9.jsonl,147,0.8403502702713013
“Something like that.”,「差不多吧。」,0.7538755536079407,1:1,aligned_ch9.jsonl,149,0.8403502702713013
"He also has this trick where he can guess somebody’s age and weight, though he’d always deduct between twenty-five and thirty-five percent for women over twenty, more if he was attracted to them.",他還有個絕招：能準確猜出別人的年齡和體重，不過對於那些超過二十歲的女人他常常會少算百分之二十五到百分之三十，可能是因為他挺喜歡她們的。,0.7847245931625366,1:1,aligned_ch6.jsonl,14,0.8403575420379639
"Jerry wonders how many times over the last year this news has been broken to him, then he thinks of Eva telling him that Sandra left and was filing for divorce, not wanting to tell him the truth, wanting to spare him unnecessary pain.",傑瑞想知道，在過去的一年中，有多少人向他隱瞞了這件事。他想起伊娃告訴過他桑德拉只是走了，提出離婚而已，她不想告訴他真相，免得讓他產生不必要的痛苦。,0.8341209888458252,1:2,aligned_ch10.jsonl,133,0.8403580784797668
It’d be weird if the lights weren’t on.”,如果燈不亮的話反而會很奇怪吧。」,0.8893222808837891,1:1,aligned_ch30.jsonl,129,0.8404021263122559
"But if it wasn’t Suzan, then just who in the hell was it?",但是，如果不是蘇姍，那麼他究竟又殺了誰呢？,0.8288835883140564,2:1,aligned_ch5.jsonl,171,0.8404291272163391
Jerry looks up. He shakes his head. He wonders where Hans is going with this.,傑瑞抬起頭來，他搖搖頭，不知道漢斯要說什麼。,0.7189698815345764,3:1,aligned_ch32.jsonl,195,0.8404582738876343
“It’s why you’re in a nursing home and not in jail.,這就是你為什麼會在療養院，而不是在監獄。,0.7911669611930847,1:1,aligned_ch10.jsonl,83,0.8404601216316223
"She turns and heads up her driveway but doesn’t go inside. She stands by her front door and watches, glancing at her watch every few seconds.",她轉過身，抬頭看著她的車道，但沒有走過去，而是站在前門旁張望著，每隔幾秒鐘看一眼手錶。,0.8562024235725403,2:1,aligned_ch12.jsonl,99,0.8404697179794312
"He feels tired. He stares out at the buildings that look familiar, and is starting to get an idea of where they are.",他覺得累了，凝望著那些似曾相識的摩天大廈，漸漸回想起他們在哪兒。,0.7750192880630493,2:1,aligned_ch1.jsonl,76,0.8404806852340698
“I understand you.”,「聽懂了。」,0.8048635721206665,1:1,aligned_ch36.jsonl,44,0.8404901027679443
"He knows it’s his first book, but it’s been so long since he’s read it that he can’t remember the details.",他知道這是他寫的第一本書，即便讀了多遍也還是不記得細節。,0.8333927989006042,1:1,aligned_ch4.jsonl,74,0.8405572772026062
You can’t remember what the fourth stage of grief is.,你不記得憂鬱症的第四階段是什麼了。,0.8694627285003662,1:1,aligned_ch4.jsonl,30,0.8405617475509644
"“New car?” he asks, which is a dumb thing to say, because the moment the words are out of his mouth he knows he’s set himself up for disappointment.",「新車嗎？」他問。這問題太蠢了，話一出口，他就知道他使自己陷入了令人失望的窘境。,0.7910230755805969,1:3,aligned_ch1.jsonl,55,0.8406190276145935
Want to take a guess as to what was under there?,想猜一下那下面有什麼？,0.8072996139526367,1:1,aligned_ch10.jsonl,35,0.8406366109848022
Did he actually become Henry when he sat at the keyboard?,坐在鍵盤前時，他就真的成了亨利？,0.8200204968452454,1:1,aligned_ch34.jsonl,22,0.8407054543495178
"He has a nice suit and a nice watch, and Jerry figures that means he gets paid well, and that probably means he’s good at his job.",他穿著一件做工考究的西裝，手腕上戴著名貴的手錶。傑瑞心想，這意味著他待遇優厚，從而反映出他業務精湛。,0.7000880241394043,1:2,aligned_ch10.jsonl,70,0.840742290019989
